Compound,0.02 V,0.1 V,0.5 V,1 V,5 V
10⁶ (CFU/ml),2.59191e-05,3.0988e-05,8.3455e-05,0.000123987,0.00663
10⁶ (CFU/ml),2.58833e-05,3.08037e-05,8.18242e-05,0.000120854,0.00646
10⁶ (CFU/ml),2.58451e-05,3.06236e-05,8.02379e-05,0.000117752,0.00629
10⁶ (CFU/ml),2.58087e-05,3.04422e-05,7.87058e-05,0.000114683,0.00612
10⁶ (CFU/ml),2.57717e-05,3.02624e-05,7.71633e-05,0.000111654,0.00596
10⁶ (CFU/ml),2.57361e-05,3.0084e-05,7.57159e-05,0.000108672,0.00579
10⁶ (CFU/ml),2.56984e-05,2.99045e-05,7.42944e-05,0.000105737,0.00563
10⁶ (CFU/ml),2.56626e-05,2.97274e-05,7.29221e-05,0.000102851,0.00547
10⁶ (CFU/ml),2.56256e-05,2.95508e-05,7.16254e-05,0.000100028,0.00531
10⁶ (CFU/ml),2.55899e-05,2.93759e-05,7.01961e-05,9.7259e-05,0.00515
10⁶ (CFU/ml),2.55534e-05,2.92023e-05,6.8773e-05,9.45537e-05,0.005
10⁶ (CFU/ml),2.55167e-05,2.90295e-05,6.73543e-05,9.18561e-05,0.00485
10⁶ (CFU/ml),2.54814e-05,2.88588e-05,6.59459e-05,8.9219e-05,0.0047
10⁶ (CFU/ml),2.5445e-05,2.86877e-05,6.45421e-05,8.67252e-05,0.00455
10⁶ (CFU/ml),2.54096e-05,2.85185e-05,6.32395e-05,8.43078e-05,0.0044
10⁶ (CFU/ml),2.53736e-05,2.835e-05,6.20524e-05,8.19577e-05,0.00425
10⁶ (CFU/ml),2.53385e-05,2.8182e-05,6.07694e-05,7.96646e-05,0.00411
10⁶ (CFU/ml),2.53045e-05,2.80148e-05,5.94949e-05,7.74298e-05,0.00397
10⁶ (CFU/ml),2.52692e-05,2.78489e-05,5.82369e-05,7.52445e-05,0.00383
10⁶ (CFU/ml),2.5235e-05,2.76815e-05,5.70515e-05,7.31169e-05,0.00369
10⁶ (CFU/ml),2.51986e-05,2.75177e-05,5.59876e-05,7.10426e-05,0.00355
10⁶ (CFU/ml),2.51656e-05,2.73521e-05,5.48496e-05,6.9079e-05,0.00342
10⁶ (CFU/ml),2.51301e-05,2.7189e-05,5.37215e-05,6.71892e-05,0.00328
10⁶ (CFU/ml),2.50969e-05,2.70263e-05,5.2612e-05,6.51962e-05,0.00315
10⁶ (CFU/ml),2.50615e-05,2.68658e-05,5.15161e-05,6.32267e-05,0.00302
10⁶ (CFU/ml),2.50284e-05,2.67045e-05,5.04355e-05,6.12801e-05,0.0029
10⁶ (CFU/ml),2.49947e-05,2.65451e-05,4.93702e-05,5.93575e-05,0.00277
10⁶ (CFU/ml),2.49605e-05,2.63863e-05,4.83165e-05,5.74596e-05,0.00264
10⁶ (CFU/ml),2.49248e-05,2.62274e-05,4.72832e-05,5.55831e-05,0.00252
10⁶ (CFU/ml),2.48913e-05,2.60714e-05,4.62604e-05,5.37284e-05,0.0024
10⁶ (CFU/ml),2.48566e-05,2.59153e-05,4.52527e-05,5.19004e-05,0.00228
10⁶ (CFU/ml),2.4822e-05,2.57607e-05,4.42659e-05,5.00948e-05,0.00216
10⁶ (CFU/ml),2.47869e-05,2.56083e-05,4.32931e-05,4.83076e-05,0.00204
10⁶ (CFU/ml),2.47523e-05,2.5455e-05,4.23378e-05,4.65445e-05,0.00193
10⁶ (CFU/ml),2.47189e-05,2.53045e-05,4.13947e-05,4.48766e-05,0.00181
10⁶ (CFU/ml),2.46846e-05,2.51534e-05,4.0467e-05,4.3302e-05,0.0017
10⁶ (CFU/ml),2.46512e-05,2.50036e-05,3.9551e-05,4.1715e-05,0.00159
10⁶ (CFU/ml),2.46174e-05,2.48536e-05,3.8652e-05,4.0156e-05,0.00149
10⁶ (CFU/ml),2.45842e-05,2.47036e-05,3.77629e-05,3.86232e-05,0.00138
10⁶ (CFU/ml),2.45513e-05,2.45539e-05,3.68877e-05,3.71123e-05,0.00128
10⁶ (CFU/ml),2.45174e-05,2.44074e-05,3.60243e-05,3.56533e-05,0.00118
10⁶ (CFU/ml),2.44856e-05,2.42585e-05,3.51721e-05,3.42376e-05,0.00109
10⁶ (CFU/ml),2.44513e-05,2.41129e-05,3.4333e-05,3.28414e-05,0.001
10⁶ (CFU/ml),2.44213e-05,2.39657e-05,3.35034e-05,3.14865e-05,0.000918079
10⁶ (CFU/ml),2.43887e-05,2.38202e-05,3.26848e-05,3.01514e-05,0.000838581
10⁶ (CFU/ml),2.43588e-05,2.36751e-05,3.1883e-05,2.88495e-05,0.000764365
10⁶ (CFU/ml),2.43273e-05,2.35322e-05,3.10892e-05,2.75731e-05,0.000695566
10⁶ (CFU/ml),2.42964e-05,2.33874e-05,3.03062e-05,2.63261e-05,0.00063125
10⁶ (CFU/ml),2.42651e-05,2.32449e-05,2.95357e-05,2.51106e-05,0.00056996
10⁶ (CFU/ml),2.42321e-05,2.31031e-05,2.8774e-05,2.39228e-05,0.000512927
10⁶ (CFU/ml),2.42004e-05,2.29627e-05,2.80241e-05,2.27558e-05,0.000457596
10⁶ (CFU/ml),2.41675e-05,2.28226e-05,2.72832e-05,2.1617e-05,0.000407887
10⁶ (CFU/ml),2.41358e-05,2.26833e-05,2.6552e-05,2.0339e-05,0.000362109
10⁶ (CFU/ml),2.41027e-05,2.25447e-05,2.58381e-05,1.91478e-05,0.000317003
10⁶ (CFU/ml),2.40705e-05,2.24075e-05,2.51299e-05,1.81444e-05,0.000276098
10⁶ (CFU/ml),2.40384e-05,2.22681e-05,2.44332e-05,1.71353e-05,0.000237882
10⁶ (CFU/ml),2.4006e-05,2.21323e-05,2.37442e-05,1.62069e-05,0.000201069
10⁶ (CFU/ml),2.39741e-05,2.19942e-05,2.30682e-05,1.55413e-05,0.000165455
10⁶ (CFU/ml),2.39418e-05,2.18577e-05,2.23979e-05,1.48574e-05,0.000130397
10⁶ (CFU/ml),2.39095e-05,2.17202e-05,2.17397e-05,1.41711e-05,9.50375e-05
10⁶ (CFU/ml),2.38763e-05,2.1585e-05,2.10885e-05,1.34309e-05,5.87151e-05
10⁶ (CFU/ml),2.38445e-05,2.14481e-05,2.04447e-05,1.26985e-05,2.03052e-05
10⁶ (CFU/ml),2.38116e-05,2.1311e-05,1.98097e-05,1.19265e-05,-2.11656e-05
10⁶ (CFU/ml),2.37814e-05,2.11747e-05,1.91831e-05,1.08613e-05,-6.66771e-05
10⁶ (CFU/ml),2.37492e-05,2.10395e-05,1.85631e-05,9.84327e-06,-0.000116999
10⁶ (CFU/ml),2.37189e-05,2.09028e-05,1.79495e-05,9.11141e-06,-0.000171913
10⁶ (CFU/ml),2.36853e-05,2.07673e-05,1.73433e-05,8.23657e-06,-0.000231274
10⁶ (CFU/ml),2.36532e-05,2.06327e-05,1.67457e-05,7.62781e-06,-0.000294658
10⁶ (CFU/ml),2.36203e-05,2.04985e-05,1.61535e-05,6.96504e-06,-0.000362096
10⁶ (CFU/ml),2.35884e-05,2.03648e-05,1.5538e-05,6.26031e-06,-0.000433837
10⁶ (CFU/ml),2.35552e-05,2.02336e-05,1.48964e-05,5.48954e-06,-0.000515509
10⁶ (CFU/ml),2.35208e-05,2.01031e-05,1.42411e-05,4.68368e-06,-0.000594372
10⁶ (CFU/ml),2.34878e-05,1.99732e-05,1.37067e-05,3.79208e-06,-0.00066699
10⁶ (CFU/ml),2.3453e-05,1.98432e-05,1.32324e-05,2.88758e-06,-0.000730967
10⁶ (CFU/ml),2.34215e-05,1.97149e-05,1.28128e-05,1.91569e-06,-0.000789564
10⁶ (CFU/ml),2.33877e-05,1.95859e-05,1.22678e-05,1.14429e-06,-0.00084297
10⁶ (CFU/ml),2.33572e-05,1.94591e-05,1.19688e-05,4.57276e-07,-0.000886884
10⁶ (CFU/ml),2.33256e-05,1.93309e-05,1.16443e-05,-2.70022e-07,-0.000926478
10⁶ (CFU/ml),2.32944e-05,1.92065e-05,1.12837e-05,-8.89226e-07,-0.000961168
10⁶ (CFU/ml),2.32643e-05,1.90806e-05,1.09136e-05,-1.40582e-06,-0.000990971
10⁶ (CFU/ml),2.32341e-05,1.89565e-05,1.0511e-05,-2.13498e-06,-0.00101
10⁶ (CFU/ml),2.32038e-05,1.88319e-05,1.00727e-05,-2.87909e-06,-0.00101
10⁶ (CFU/ml),2.31739e-05,1.87078e-05,9.5927e-06,-3.68357e-06,-0.00101
10⁶ (CFU/ml),2.31449e-05,1.85808e-05,9.09132e-06,-4.48044e-06,-0.000989854
10⁶ (CFU/ml),2.31155e-05,1.84562e-05,8.56629e-06,-5.35527e-06,-0.000962353
10⁶ (CFU/ml),2.30867e-05,1.83333e-05,8.00008e-06,-6.2301e-06,-0.000929625
10⁶ (CFU/ml),2.30562e-05,1.82084e-05,7.3978e-06,-6.75288e-06,-0.000894394
10⁶ (CFU/ml),2.30268e-05,1.80853e-05,6.56868e-06,-7.0993e-06,-0.000858855
10⁶ (CFU/ml),2.29959e-05,1.79635e-05,5.83802e-06,-7.58102e-06,-0.000825156
10⁶ (CFU/ml),2.29668e-05,1.78406e-05,5.16904e-06,-7.76817e-06,-0.000795636
10⁶ (CFU/ml),2.29364e-05,1.77197e-05,4.53019e-06,-8.08575e-06,-0.000772177
10⁶ (CFU/ml),2.29058e-05,1.76e-05,4.01994e-06,-8.39068e-06,-0.000756698
10⁶ (CFU/ml),2.28743e-05,1.74806e-05,3.51219e-06,-8.70586e-06,-0.00075008
10⁶ (CFU/ml),2.28429e-05,1.73617e-05,3.11218e-06,-9.01162e-06,-0.00074551
10⁶ (CFU/ml),2.28116e-05,1.72426e-05,2.84682e-06,-9.34947e-06,-0.00074244
10⁶ (CFU/ml),2.27801e-05,1.71234e-05,2.5572e-06,-9.67324e-06,-0.000746246
10⁶ (CFU/ml),2.2749e-05,1.70048e-05,2.26592e-06,-1.0044e-05,-0.000757971
10⁶ (CFU/ml),2.27196e-05,1.68871e-05,1.98623e-06,-1.04291e-05,-0.000778812
10⁶ (CFU/ml),2.26906e-05,1.67699e-05,1.9988e-06,-1.08327e-05,-0.000808653
10⁶ (CFU/ml),2.26613e-05,1.66518e-05,1.8396e-06,-1.12678e-05,-0.000847232
10⁶ (CFU/ml),2.2632e-05,1.65355e-05,1.6069e-06,-1.17517e-05,-0.000890951
10⁶ (CFU/ml),2.26043e-05,1.64185e-05,1.35191e-06,-1.22386e-05,-0.000936054
10⁶ (CFU/ml),2.25766e-05,1.63031e-05,1.0112e-06,-1.27822e-05,-0.000976512
10⁶ (CFU/ml),2.25479e-05,1.61866e-05,5.97543e-07,-1.33357e-05,-0.00102
10⁶ (CFU/ml),2.25196e-05,1.607e-05,1.33103e-07,-1.39287e-05,-0.00106
10⁶ (CFU/ml),2.24914e-05,1.59543e-05,-3.96215e-07,-1.45211e-05,-0.0011
10⁶ (CFU/ml),2.24633e-05,1.58374e-05,-9.96282e-07,-1.51395e-05,-0.00114
10⁶ (CFU/ml),2.24351e-05,1.57221e-05,-1.67077e-06,-1.57497e-05,-0.00119
10⁶ (CFU/ml),2.24071e-05,1.5607e-05,-2.43496e-06,-1.63738e-05,-0.00125
10⁶ (CFU/ml),2.23782e-05,1.54922e-05,-3.25689e-06,-1.69785e-05,-0.00131
10⁶ (CFU/ml),2.23485e-05,1.5379e-05,-3.86356e-06,-1.75718e-05,-0.00137
10⁶ (CFU/ml),2.23177e-05,1.5265e-05,-4.45336e-06,-1.81195e-05,-0.00144
10⁶ (CFU/ml),2.22877e-05,1.51543e-05,-5.01921e-06,-1.8664e-05,-0.00153
10⁶ (CFU/ml),2.22569e-05,1.50414e-05,-5.51647e-06,-1.92512e-05,-0.00162
10⁶ (CFU/ml),2.22281e-05,1.49299e-05,-6.08816e-06,-1.98553e-05,-0.00172
10⁶ (CFU/ml),2.21971e-05,1.48171e-05,-6.58586e-06,-2.04687e-05,-0.00182
10⁶ (CFU/ml),2.21676e-05,1.47052e-05,-7.05781e-06,-2.1098e-05,-0.00194
10⁶ (CFU/ml),2.21374e-05,1.45932e-05,-7.49727e-06,-2.17404e-05,-0.00205
10⁶ (CFU/ml),2.21089e-05,1.44821e-05,-7.87049e-06,-2.23944e-05,-0.00217
10⁶ (CFU/ml),2.20799e-05,1.43714e-05,-8.15695e-06,-2.30616e-05,-0.0023
10⁶ (CFU/ml),2.20516e-05,1.42602e-05,-8.27396e-06,-2.37449e-05,-0.00243
10⁶ (CFU/ml),2.20233e-05,1.41498e-05,-8.49036e-06,-2.44517e-05,-0.00257
10⁶ (CFU/ml),2.19943e-05,1.40399e-05,-8.75041e-06,-2.51601e-05,-0.0027
10⁶ (CFU/ml),2.19669e-05,1.39302e-05,-9.00148e-06,-2.5893e-05,-0.00285
10⁶ (CFU/ml),2.19387e-05,1.38207e-05,-9.28267e-06,-2.66445e-05,-0.00299
10⁶ (CFU/ml),2.19097e-05,1.37101e-05,-9.57635e-06,-2.74145e-05,-0.00314
10⁶ (CFU/ml),2.1881e-05,1.36013e-05,-9.88061e-06,-2.82069e-05,-0.00328
10⁶ (CFU/ml),2.18527e-05,1.34919e-05,-1.02176e-05,-2.90182e-05,-0.00343
10⁶ (CFU/ml),2.18243e-05,1.33839e-05,-1.05729e-05,-2.98537e-05,-0.00358
10⁶ (CFU/ml),2.17961e-05,1.32773e-05,-1.09569e-05,-3.07036e-05,-0.00372
10⁶ (CFU/ml),2.17673e-05,1.31709e-05,-1.13831e-05,-3.15774e-05,-0.00387
10⁶ (CFU/ml),2.17388e-05,1.30645e-05,-1.18162e-05,-3.2465e-05,-0.00401
10⁶ (CFU/ml),2.17105e-05,1.29601e-05,-1.2284e-05,-3.33765e-05,-0.00415
10⁶ (CFU/ml),2.16824e-05,1.28549e-05,-1.27518e-05,-3.42974e-05,-0.0043
10⁶ (CFU/ml),2.16553e-05,1.27491e-05,-1.32328e-05,-3.52432e-05,-0.00445
10⁶ (CFU/ml),2.16272e-05,1.26442e-05,-1.37137e-05,-3.62043e-05,-0.00459
10⁶ (CFU/ml),2.15995e-05,1.25382e-05,-1.41901e-05,-3.71849e-05,-0.00474
10⁶ (CFU/ml),2.15725e-05,1.24341e-05,-1.46635e-05,-3.81776e-05,-0.00488
10⁶ (CFU/ml),2.15445e-05,1.23302e-05,-1.51256e-05,-3.91904e-05,-0.00502
10⁶ (CFU/ml),2.15159e-05,1.22253e-05,-1.55729e-05,-4.02144e-05,-0.00516
10⁶ (CFU/ml),2.14874e-05,1.21213e-05,-1.59916e-05,-4.1252e-05,-0.00531
10⁶ (CFU/ml),2.14585e-05,1.20167e-05,-1.6376e-05,-4.23021e-05,-0.00545
10⁶ (CFU/ml),2.14315e-05,1.19132e-05,-1.6705e-05,-4.33667e-05,-0.00559
10⁶ (CFU/ml),2.14011e-05,1.18085e-05,-1.71498e-05,-4.4444e-05,-0.00573
10⁶ (CFU/ml),2.13728e-05,1.17048e-05,-1.75601e-05,-4.55297e-05,-0.00588
10⁶ (CFU/ml),2.13439e-05,1.15996e-05,-1.79758e-05,-4.66362e-05,-0.00603
10⁶ (CFU/ml),2.13157e-05,1.14961e-05,-1.83882e-05,-4.77445e-05,-0.00618
10⁶ (CFU/ml),2.1285e-05,1.13926e-05,-1.88051e-05,-4.88698e-05,-0.00633
10⁶ (CFU/ml),2.12566e-05,1.12902e-05,-1.9223e-05,-5.00028e-05,-0.00648
10⁶ (CFU/ml),2.12271e-05,1.11867e-05,-1.96401e-05,-5.11575e-05,-0.00664
10⁶ (CFU/ml),2.12007e-05,1.10043e-05,-2.00647e-05,-5.23147e-05,-0.0068
10⁶ (CFU/ml),2.11724e-05,1.09341e-05,-2.04853e-05,-5.34837e-05,-0.00697
10⁶ (CFU/ml),2.11455e-05,1.08444e-05,-2.09103e-05,-5.46715e-05,-0.00714
10⁶ (CFU/ml),2.11181e-05,1.07099e-05,-2.13336e-05,-5.58682e-05,-0.00731
10⁶ (CFU/ml),2.10907e-05,1.06002e-05,-2.17602e-05,-5.70794e-05,-0.00748
10⁶ (CFU/ml),2.10641e-05,1.05874e-05,-2.2187e-05,-5.82967e-05,-0.00766
10⁶ (CFU/ml),2.10371e-05,1.06011e-05,-2.26119e-05,-5.95314e-05,-0.00784
10⁶ (CFU/ml),2.101e-05,1.05841e-05,-2.30413e-05,-6.07712e-05,-0.00802
10⁶ (CFU/ml),2.0983e-05,1.05752e-05,-2.34686e-05,-6.20275e-05,-0.00821
10⁶ (CFU/ml),2.09568e-05,1.05484e-05,-2.39055e-05,-6.32922e-05,-0.00839
10⁶ (CFU/ml),2.09283e-05,1.05493e-05,-2.43374e-05,-6.45716e-05,-0.00858
10⁶ (CFU/ml),2.09005e-05,1.05374e-05,-2.4777e-05,-6.58631e-05,-0.00877
10⁶ (CFU/ml),2.08733e-05,1.0502e-05,-2.52159e-05,-6.71617e-05,-0.00896
10⁶ (CFU/ml),2.08462e-05,1.04196e-05,-2.56635e-05,-6.84893e-05,-0.00915
10⁶ (CFU/ml),2.08191e-05,1.03248e-05,-2.61142e-05,-6.98316e-05,-0.00934
10⁶ (CFU/ml),2.07921e-05,1.02176e-05,-2.65683e-05,-7.11888e-05,-0.00954
10⁶ (CFU/ml),2.07651e-05,1.0098e-05,-2.70256e-05,-7.25608e-05,-0.00973
10⁶ (CFU/ml),2.07382e-05,9.96595e-06,-2.74862e-05,-7.39476e-05,-0.00993
10⁶ (CFU/ml),2.07114e-05,9.82154e-06,-2.79501e-05,-7.53493e-05,-0.01013
10⁶ (CFU/ml),2.06847e-05,9.66474e-06,-2.84172e-05,-7.67658e-05,-0.01033
10⁶ (CFU/ml),2.0658e-05,9.49554e-06,-2.88876e-05,-7.81971e-05,-0.01053
10⁶ (CFU/ml),2.06313e-05,9.31395e-06,-2.93612e-05,-7.96433e-05,-0.01073
10⁶ (CFU/ml),2.06047e-05,9.11996e-06,-2.98382e-05,-8.11043e-05,-0.01093
10⁶ (CFU/ml),2.05782e-05,8.91357e-06,-3.03184e-05,-8.25801e-05,-0.01114
10⁶ (CFU/ml),2.457e-05,1.22345e-05,-2.7898e-05,-9.08446e-05,-0.01085
10⁶ (CFU/ml),2.44894e-05,1.22895e-05,-2.69277e-05,-8.74191e-05,-0.01069
10⁶ (CFU/ml),2.44149e-05,1.23483e-05,-2.59896e-05,-8.41161e-05,-0.01052
10⁶ (CFU/ml),2.43467e-05,1.24108e-05,-2.50838e-05,-8.09355e-05,-0.01035
10⁶ (CFU/ml),2.42846e-05,1.24771e-05,-2.42103e-05,-7.78774e-05,-0.01018
10⁶ (CFU/ml),2.42287e-05,1.25472e-05,-2.3369e-05,-7.49416e-05,-0.01001
10⁶ (CFU/ml),2.4179e-05,1.2621e-05,-2.256e-05,-7.21284e-05,-0.00984
10⁶ (CFU/ml),2.41355e-05,1.26986e-05,-2.17833e-05,-6.94375e-05,-0.00967
10⁶ (CFU/ml),2.40982e-05,1.27799e-05,-2.10389e-05,-6.68691e-05,-0.00949
10⁶ (CFU/ml),2.4067e-05,1.2865e-05,-2.03268e-05,-6.44231e-05,-0.00932
10⁶ (CFU/ml),2.40421e-05,1.29539e-05,-1.96469e-05,-6.20996e-05,-0.00914
10⁶ (CFU/ml),2.40233e-05,1.30465e-05,-1.89993e-05,-5.98985e-05,-0.00896
10⁶ (CFU/ml),2.40379e-05,1.31591e-05,-1.84914e-05,-5.80615e-05,-0.00877
10⁶ (CFU/ml),2.40474e-05,1.32694e-05,-1.79785e-05,-5.63588e-05,-0.00858
10⁶ (CFU/ml),2.40554e-05,1.33793e-05,-1.7466e-05,-5.46037e-05,-0.0084
10⁶ (CFU/ml),2.40634e-05,1.34878e-05,-1.69604e-05,-5.29503e-05,-0.00821
10⁶ (CFU/ml),2.4073e-05,1.35963e-05,-1.64628e-05,-5.14476e-05,-0.00802
10⁶ (CFU/ml),2.40811e-05,1.3706e-05,-1.59641e-05,-4.98817e-05,-0.00784
10⁶ (CFU/ml),2.40923e-05,1.38151e-05,-1.54836e-05,-4.83432e-05,-0.00765
10⁶ (CFU/ml),2.41029e-05,1.39263e-05,-1.50106e-05,-4.68437e-05,-0.00747
10⁶ (CFU/ml),2.41156e-05,1.40353e-05,-1.45297e-05,-4.53901e-05,-0.00729
10⁶ (CFU/ml),2.41274e-05,1.41486e-05,-1.40763e-05,-4.39739e-05,-0.0071
10⁶ (CFU/ml),2.41411e-05,1.42593e-05,-1.36262e-05,-4.26011e-05,-0.00692
10⁶ (CFU/ml),2.41539e-05,1.43722e-05,-1.31964e-05,-4.12514e-05,-0.00674
10⁶ (CFU/ml),2.41691e-05,1.44841e-05,-1.27692e-05,-3.99446e-05,-0.00656
10⁶ (CFU/ml),2.41845e-05,1.45967e-05,-1.23393e-05,-3.86659e-05,-0.00638
10⁶ (CFU/ml),2.41999e-05,1.4708e-05,-1.19067e-05,-3.74125e-05,-0.0062
10⁶ (CFU/ml),2.42159e-05,1.48224e-05,-1.14818e-05,-3.617e-05,-0.00602
10⁶ (CFU/ml),2.42325e-05,1.4934e-05,-1.10188e-05,-3.4977e-05,-0.00584
10⁶ (CFU/ml),2.42479e-05,1.50499e-05,-1.05565e-05,-3.37969e-05,-0.00567
10⁶ (CFU/ml),2.42643e-05,1.51617e-05,-1.00618e-05,-3.2646e-05,-0.00549
10⁶ (CFU/ml),2.42814e-05,1.52781e-05,-9.56622e-06,-3.15106e-05,-0.00532
10⁶ (CFU/ml),2.42985e-05,1.53897e-05,-9.04221e-06,-3.04048e-05,-0.00514
10⁶ (CFU/ml),2.43183e-05,1.55064e-05,-8.51512e-06,-2.93061e-05,-0.00497
10⁶ (CFU/ml),2.43357e-05,1.56203e-05,-7.97783e-06,-2.82188e-05,-0.00479
10⁶ (CFU/ml),2.43565e-05,1.57365e-05,-7.4377e-06,-2.71736e-05,-0.00462
10⁶ (CFU/ml),2.43753e-05,1.58521e-05,-6.88751e-06,-2.61402e-05,-0.00445
10⁶ (CFU/ml),2.43959e-05,1.59671e-05,-6.3514e-06,-2.51239e-05,-0.00429
10⁶ (CFU/ml),2.44162e-05,1.60846e-05,-5.65719e-06,-2.41254e-05,-0.00412
10⁶ (CFU/ml),2.44377e-05,1.62006e-05,-5.17526e-06,-2.31471e-05,-0.00396
10⁶ (CFU/ml),2.44589e-05,1.6318e-05,-4.62869e-06,-2.21807e-05,-0.0038
10⁶ (CFU/ml),2.44809e-05,1.64354e-05,-4.19272e-06,-2.123e-05,-0.00364
10⁶ (CFU/ml),2.45028e-05,1.65526e-05,-3.75264e-06,-2.02965e-05,-0.00349
10⁶ (CFU/ml),2.45254e-05,1.66712e-05,-3.38632e-06,-1.93786e-05,-0.00333
10⁶ (CFU/ml),2.45473e-05,1.67878e-05,-3.04942e-06,-1.83594e-05,-0.00318
10⁶ (CFU/ml),2.45687e-05,1.69068e-05,-2.76625e-06,-1.73603e-05,-0.00303
10⁶ (CFU/ml),2.4591e-05,1.70232e-05,-2.47344e-06,-1.6537e-05,-0.00288
10⁶ (CFU/ml),2.46128e-05,1.7142e-05,-2.20501e-06,-1.58287e-05,-0.00274
10⁶ (CFU/ml),2.46347e-05,1.72595e-05,-1.99032e-06,-1.51526e-05,-0.00259
10⁶ (CFU/ml),2.46562e-05,1.7378e-05,-1.79156e-06,-1.4532e-05,-0.00246
10⁶ (CFU/ml),2.46777e-05,1.74962e-05,-1.52748e-06,-1.38962e-05,-0.00232
10⁶ (CFU/ml),2.46992e-05,1.76157e-05,-1.23819e-06,-1.32199e-05,-0.00219
10⁶ (CFU/ml),2.47208e-05,1.77341e-05,-8.93203e-07,-1.25155e-05,-0.00206
10⁶ (CFU/ml),2.47416e-05,1.7854e-05,-5.18123e-07,-1.17957e-05,-0.00193
10⁶ (CFU/ml),2.47638e-05,1.79734e-05,-8.69309e-08,-1.06971e-05,-0.0018
10⁶ (CFU/ml),2.47857e-05,1.80941e-05,3.78077e-07,-1.0029e-05,-0.00168
10⁶ (CFU/ml),2.48077e-05,1.82153e-05,8.88531e-07,-9.04931e-06,-0.00156
10⁶ (CFU/ml),2.48311e-05,1.83368e-05,1.43214e-06,-8.16257e-06,-0.00145
10⁶ (CFU/ml),2.48518e-05,1.84585e-05,2.03269e-06,-7.47684e-06,-0.00134
10⁶ (CFU/ml),2.4876e-05,1.85804e-05,2.65733e-06,-6.79783e-06,-0.00123
10⁶ (CFU/ml),2.48983e-05,1.87021e-05,3.35748e-06,-6.50365e-06,-0.00112
10⁶ (CFU/ml),2.49224e-05,1.88231e-05,3.83722e-06,-6.15955e-06,-0.00102
10⁶ (CFU/ml),2.49449e-05,1.89455e-05,4.48353e-06,-5.75362e-06,-0.000913531
10⁶ (CFU/ml),2.49686e-05,1.90672e-05,5.00403e-06,-5.2833e-06,-0.000815312
10⁶ (CFU/ml),2.49921e-05,1.91867e-05,5.58101e-06,-4.73901e-06,-0.000721228
10⁶ (CFU/ml),2.50164e-05,1.93084e-05,6.0897e-06,-4.09156e-06,-0.000631908
10⁶ (CFU/ml),2.50396e-05,1.94285e-05,6.59632e-06,-3.40006e-06,-0.000548619
10⁶ (CFU/ml),2.50626e-05,1.95515e-05,7.00726e-06,-2.83382e-06,-0.000472227
10⁶ (CFU/ml),2.50869e-05,1.96722e-05,7.38393e-06,-2.35348e-06,-0.000403028
10⁶ (CFU/ml),2.51079e-05,1.97974e-05,7.69222e-06,-1.77946e-06,-0.000342563
10⁶ (CFU/ml),2.51328e-05,1.99175e-05,7.96089e-06,-1.109e-06,-0.000289376
10⁶ (CFU/ml),2.51544e-05,2.00409e-05,8.24844e-06,-3.9567e-07,-0.00024219
10⁶ (CFU/ml),2.5178e-05,2.01644e-05,8.57274e-06,4.72725e-07,-0.000199159
10⁶ (CFU/ml),2.51988e-05,2.02894e-05,8.90097e-06,1.40001e-06,-0.00016254
10⁶ (CFU/ml),2.52221e-05,2.04146e-05,9.23424e-06,2.42459e-06,-0.000131447
10⁶ (CFU/ml),2.52444e-05,2.05403e-05,9.58219e-06,3.52883e-06,-0.000104478
10⁶ (CFU/ml),2.52692e-05,2.06678e-05,9.94236e-06,4.74673e-06,-8.05152e-05
10⁶ (CFU/ml),2.52916e-05,2.07935e-05,1.03231e-05,5.48428e-06,-5.81229e-05
10⁶ (CFU/ml),2.53168e-05,2.09224e-05,1.07185e-05,6.53155e-06,-3.58244e-05
10⁶ (CFU/ml),2.5339e-05,2.10483e-05,1.11379e-05,7.164e-06,-1.22019e-05
10⁶ (CFU/ml),2.53626e-05,2.11774e-05,1.15872e-05,7.60747e-06,1.26883e-05
10⁶ (CFU/ml),2.53865e-05,2.13048e-05,1.20563e-05,8.02682e-06,3.90896e-05
10⁶ (CFU/ml),2.54106e-05,2.14324e-05,1.2559e-05,8.22557e-06,6.72406e-05
10⁶ (CFU/ml),2.54356e-05,2.15597e-05,1.30669e-05,8.71807e-06,9.73885e-05
10⁶ (CFU/ml),2.54597e-05,2.16874e-05,1.36097e-05,9.23561e-06,0.000130286
10⁶ (CFU/ml),2.54855e-05,2.18152e-05,1.41588e-05,9.77797e-06,0.000167444
10⁶ (CFU/ml),2.55094e-05,2.19386e-05,1.47227e-05,1.03616e-05,0.000211853
10⁶ (CFU/ml),2.55339e-05,2.20691e-05,1.5283e-05,1.09866e-05,0.000261964
10⁶ (CFU/ml),2.55571e-05,2.21964e-05,1.58434e-05,1.16091e-05,0.000317063
10⁶ (CFU/ml),2.55809e-05,2.23269e-05,1.63519e-05,1.22845e-05,0.000377323
10⁶ (CFU/ml),2.56037e-05,2.2454e-05,1.68953e-05,1.30114e-05,0.000443109
10⁶ (CFU/ml),2.56265e-05,2.25831e-05,1.74491e-05,1.37876e-05,0.000513902
10⁶ (CFU/ml),2.56506e-05,2.27117e-05,1.80107e-05,1.45975e-05,0.000591963
10⁶ (CFU/ml),2.56722e-05,2.28425e-05,1.85818e-05,1.54436e-05,0.000675404
