Compound,0.02 V,0.1 V,0.5 V,1 V,5 V
10⁸ (CFU/ml),8.59e-07,-1.2e-06,-8.92e-06,-1.63e-05,-0.000918
10⁸ (CFU/ml),8.52e-07,-1.29e-06,-9.21e-06,-1.7e-05,-0.000954
10⁸ (CFU/ml),8.46e-07,-1.38e-06,-9.52e-06,-1.77e-05,-0.001
10⁸ (CFU/ml),8.44e-07,-1.46e-06,-9.8e-06,-1.85e-05,-0.00106
10⁸ (CFU/ml),8.44e-07,-1.55e-06,-1.01e-05,-1.92e-05,-0.00113
10⁸ (CFU/ml),8.46e-07,-1.63e-06,-1.04e-05,-2e-05,-0.00122
10⁸ (CFU/ml),8.5e-07,-1.72e-06,-1.07e-05,-2.08e-05,-0.00132
10⁸ (CFU/ml),8.56e-07,-1.8e-06,-1.1e-05,-2.16e-05,-0.00142
10⁸ (CFU/ml),8.22e-07,-1.87e-06,-1.13e-05,-2.24e-05,-0.00152
10⁸ (CFU/ml),8.11e-07,-1.94e-06,-1.17e-05,-2.33e-05,-0.00161
10⁸ (CFU/ml),7.98e-07,-2e-06,-1.2e-05,-2.42e-05,-0.00171
10⁸ (CFU/ml),7.84e-07,-2.05e-06,-1.23e-05,-2.51e-05,-0.00182
10⁸ (CFU/ml),7.7e-07,-2.09e-06,-1.26e-05,-2.6e-05,-0.00193
10⁸ (CFU/ml),7.55e-07,-2.1e-06,-1.29e-05,-2.69e-05,-0.00205
10⁸ (CFU/ml),7.4e-07,-2.1e-06,-1.32e-05,-2.78e-05,-0.00217
10⁸ (CFU/ml),7.24e-07,-2.24e-06,-1.36e-05,-2.88e-05,-0.00229
10⁸ (CFU/ml),7.08e-07,-2.31e-06,-1.4e-05,-2.98e-05,-0.00241
10⁸ (CFU/ml),6.91e-07,-2.36e-06,-1.44e-05,-3.08e-05,-0.00254
10⁸ (CFU/ml),6.74e-07,-2.43e-06,-1.48e-05,-3.18e-05,-0.00267
10⁸ (CFU/ml),6.58e-07,-2.49e-06,-1.51e-05,-3.28e-05,-0.0028
10⁸ (CFU/ml),6.42e-07,-2.55e-06,-1.55e-05,-3.39e-05,-0.00294
10⁸ (CFU/ml),6.26e-07,-2.61e-06,-1.59e-05,-3.5e-05,-0.00308
10⁸ (CFU/ml),6.1e-07,-2.67e-06,-1.63e-05,-3.61e-05,-0.00323
10⁸ (CFU/ml),5.92e-07,-2.73e-06,-1.67e-05,-3.72e-05,-0.00338
10⁸ (CFU/ml),5.74e-07,-2.79e-06,-1.71e-05,-3.83e-05,-0.00354
10⁸ (CFU/ml),5.56e-07,-2.85e-06,-1.75e-05,-3.95e-05,-0.0037
10⁸ (CFU/ml),5.37e-07,-2.91e-06,-1.79e-05,-4.06e-05,-0.00386
10⁸ (CFU/ml),5.18e-07,-2.98e-06,-1.83e-05,-4.18e-05,-0.00403
10⁸ (CFU/ml),4.98e-07,-3.04e-06,-1.87e-05,-4.3e-05,-0.00419
10⁸ (CFU/ml),4.79e-07,-3.1e-06,-1.91e-05,-4.42e-05,-0.00436
10⁸ (CFU/ml),4.6e-07,-3.16e-06,-1.96e-05,-4.54e-05,-0.00454
10⁸ (CFU/ml),4.42e-07,-3.22e-06,-2e-05,-4.66e-05,-0.00471
10⁸ (CFU/ml),4.23e-07,-3.29e-06,-2.04e-05,-4.78e-05,-0.00489
10⁸ (CFU/ml),4.06e-07,-3.34e-06,-2.08e-05,-4.91e-05,-0.00507
10⁸ (CFU/ml),3.89e-07,-3.4e-06,-2.13e-05,-5.04e-05,-0.00525
10⁸ (CFU/ml),3.73e-07,-3.46e-06,-2.17e-05,-5.17e-05,-0.00543
10⁸ (CFU/ml),3.56e-07,-3.52e-06,-2.22e-05,-5.29e-05,-0.00561
10⁸ (CFU/ml),3.41e-07,-3.58e-06,-2.26e-05,-5.42e-05,-0.00579
10⁸ (CFU/ml),3.26e-07,-3.64e-06,-2.31e-05,-5.55e-05,-0.00596
10⁸ (CFU/ml),3.12e-07,-3.7e-06,-2.35e-05,-5.68e-05,-0.00614
10⁸ (CFU/ml),2.98e-07,-3.76e-06,-2.4e-05,-5.81e-05,-0.00631
10⁸ (CFU/ml),2.85e-07,-3.82e-06,-2.45e-05,-5.94e-05,-0.00649
10⁸ (CFU/ml),2.71e-07,-3.89e-06,-2.49e-05,-6.07e-05,-0.00667
10⁸ (CFU/ml),2.62e-07,-3.95e-06,-2.54e-05,-6.21e-05,-0.00685
10⁸ (CFU/ml),2.49e-07,-4.01e-06,-2.59e-05,-6.35e-05,-0.00704
10⁸ (CFU/ml),2.33e-07,-4.07e-06,-2.64e-05,-6.49e-05,-0.00722
10⁸ (CFU/ml),2.15e-07,-4.14e-06,-2.69e-05,-6.64e-05,-0.00741
10⁸ (CFU/ml),1.96e-07,-4.2e-06,-2.74e-05,-6.79e-05,-0.00759
10⁸ (CFU/ml),1.75e-07,-4.26e-06,-2.79e-05,-6.93e-05,-0.00778
10⁸ (CFU/ml),1.55e-07,-4.33e-06,-2.84e-05,-7.08e-05,-0.00797
10⁸ (CFU/ml),1.34e-07,-4.39e-06,-2.9e-05,-7.23e-05,-0.00817
10⁸ (CFU/ml),1.14e-07,-4.44e-06,-2.95e-05,-7.37e-05,-0.00837
10⁸ (CFU/ml),9.42e-08,-4.5e-06,-3e-05,-7.51e-05,-0.00857
10⁸ (CFU/ml),7.58e-08,-4.56e-06,-3.06e-05,-7.66e-05,-0.00877
10⁸ (CFU/ml),5.86e-08,-4.62e-06,-3.11e-05,-7.81e-05,-0.00898
10⁸ (CFU/ml),4.3e-08,-4.68e-06,-3.17e-05,-7.96e-05,-0.00919
10⁸ (CFU/ml),2.89e-08,-4.74e-06,-3.23e-05,-8.1e-05,-0.00941
10⁸ (CFU/ml),1.7e-08,-4.8e-06,-3.28e-05,-8.23e-05,-0.00962
10⁸ (CFU/ml),6.98e-09,-4.86e-06,-3.34e-05,-8.37e-05,-0.00984
10⁸ (CFU/ml),-6.09e-10,-4.92e-06,-3.4e-05,-8.51e-05,-0.01006
10⁸ (CFU/ml),-7.35e-09,-4.99e-06,-3.46e-05,-8.66e-05,-0.01028
10⁸ (CFU/ml),-1.24e-08,-5.05e-06,-3.52e-05,-8.82e-05,-0.0105
10⁸ (CFU/ml),-1.56e-08,-5.11e-06,-3.58e-05,-8.98e-05,-0.01072
10⁸ (CFU/ml),-1.71e-08,-5.18e-06,-3.64e-05,-9.14e-05,-0.01095
10⁸ (CFU/ml),-1.69e-08,-5.24e-06,-3.7e-05,-9.31e-05,-0.01118
10⁸ (CFU/ml),-1.49e-08,-5.31e-06,-3.77e-05,-9.48e-05,-0.01141
10⁸ (CFU/ml),-1.11e-08,-5.37e-06,-3.83e-05,-9.65e-05,-0.01164
10⁸ (CFU/ml),-5.61e-09,-5.44e-06,-3.9e-05,-9.83e-05,-0.01187
10⁸ (CFU/ml),1.63e-09,-5.51e-06,-3.96e-05,-0.0001,-0.01211
10⁸ (CFU/ml),1.06e-08,-5.58e-06,-4.03e-05,-0.000102,-0.01235
10⁸ (CFU/ml),2.14e-08,-5.65e-06,-4.09e-05,-0.000104,-0.01259
10⁶ (CFU/ml),1.51e-05,1.81e-06,-3.35e-05,-8.57e-05,-0.00936
10⁶ (CFU/ml),1.5e-05,1.92e-06,-3.23e-05,-8.31e-05,-0.00922
10⁶ (CFU/ml),1.5e-05,2.03e-06,-3.11e-05,-8.06e-05,-0.00908
10⁶ (CFU/ml),1.49e-05,2.13e-06,-3e-05,-7.81e-05,-0.00893
10⁶ (CFU/ml),1.49e-05,2.24e-06,-2.89e-05,-7.57e-05,-0.00879
10⁶ (CFU/ml),1.48e-05,2.34e-06,-2.79e-05,-7.34e-05,-0.00864
10⁶ (CFU/ml),1.48e-05,2.44e-06,-2.69e-05,-7.11e-05,-0.0085
10⁶ (CFU/ml),1.47e-05,2.53e-06,-2.6e-05,-6.89e-05,-0.00835
10⁶ (CFU/ml),1.47e-05,2.63e-06,-2.51e-05,-6.68e-05,-0.00821
10⁶ (CFU/ml),1.47e-05,2.73e-06,-2.43e-05,-6.47e-05,-0.00806
10⁶ (CFU/ml),1.46e-05,2.82e-06,-2.35e-05,-6.28e-05,-0.00791
10⁶ (CFU/ml),1.46e-05,2.91e-06,-2.27e-05,-6.08e-05,-0.00777
10⁶ (CFU/ml),1.46e-05,2.93e-06,-2.22e-05,-5.91e-05,-0.00762
10⁶ (CFU/ml),1.46e-05,3.06e-06,-2.16e-05,-5.74e-05,-0.00747
10⁶ (CFU/ml),1.45e-05,3.15e-06,-2.11e-05,-5.58e-05,-0.00732
10⁶ (CFU/ml),1.45e-05,3.24e-06,-2.05e-05,-5.42e-05,-0.00716
10⁶ (CFU/ml),1.45e-05,3.32e-06,-2e-05,-5.26e-05,-0.00701
10⁶ (CFU/ml),1.45e-05,3.41e-06,-1.95e-05,-5.11e-05,-0.00686
10⁶ (CFU/ml),1.45e-05,3.5e-06,-1.9e-05,-4.96e-05,-0.00671
10⁶ (CFU/ml),1.44e-05,3.59e-06,-1.85e-05,-4.81e-05,-0.00656
10⁶ (CFU/ml),1.44e-05,3.67e-06,-1.8e-05,-4.67e-05,-0.00641
10⁶ (CFU/ml),1.44e-05,3.76e-06,-1.75e-05,-4.53e-05,-0.00626
10⁶ (CFU/ml),1.44e-05,3.85e-06,-1.71e-05,-4.39e-05,-0.00611
10⁶ (CFU/ml),1.44e-05,3.94e-06,-1.66e-05,-4.25e-05,-0.00596
10⁶ (CFU/ml),1.44e-05,4.03e-06,-1.62e-05,-4.11e-05,-0.00581
10⁶ (CFU/ml),1.43e-05,4.12e-06,-1.58e-05,-3.98e-05,-0.00566
10⁶ (CFU/ml),1.43e-05,4.2e-06,-1.53e-05,-3.86e-05,-0.00551
10⁶ (CFU/ml),1.43e-05,4.3e-06,-1.49e-05,-3.73e-05,-0.00536
10⁶ (CFU/ml),1.43e-05,4.38e-06,-1.45e-05,-3.61e-05,-0.00522
10⁶ (CFU/ml),1.43e-05,4.48e-06,-1.4e-05,-3.49e-05,-0.00507
10⁶ (CFU/ml),1.43e-05,4.57e-06,-1.35e-05,-3.38e-05,-0.00492
10⁶ (CFU/ml),1.43e-05,4.66e-06,-1.31e-05,-3.27e-05,-0.00478
10⁶ (CFU/ml),1.43e-05,4.74e-06,-1.28e-05,-3.16e-05,-0.00463
10⁶ (CFU/ml),1.42e-05,4.84e-06,-1.25e-05,-3.05e-05,-0.00449
10⁶ (CFU/ml),1.42e-05,4.92e-06,-1.22e-05,-2.95e-05,-0.00434
10⁶ (CFU/ml),1.42e-05,5.01e-06,-1.21e-05,-2.85e-05,-0.0042
10⁶ (CFU/ml),1.42e-05,5.1e-06,-1.2e-05,-2.75e-05,-0.00406
10⁶ (CFU/ml),1.42e-05,5.18e-06,-1.18e-05,-2.66e-05,-0.00392
10⁶ (CFU/ml),1.42e-05,5.27e-06,-1.16e-05,-2.56e-05,-0.00378
10⁶ (CFU/ml),1.42e-05,5.36e-06,-1.13e-05,-2.47e-05,-0.00364
10⁶ (CFU/ml),1.42e-05,5.45e-06,-1.1e-05,-2.37e-05,-0.0035
10⁶ (CFU/ml),1.42e-05,5.53e-06,-1.07e-05,-2.28e-05,-0.00337
10⁶ (CFU/ml),1.42e-05,5.62e-06,-1.03e-05,-2.19e-05,-0.00324
10⁶ (CFU/ml),1.42e-05,5.71e-06,-9.95e-06,-2.1e-05,-0.0031
10⁶ (CFU/ml),1.42e-05,5.79e-06,-9.5e-06,-2.01e-05,-0.00297
10⁶ (CFU/ml),1.42e-05,5.88e-06,-9.03e-06,-1.92e-05,-0.00284
10⁶ (CFU/ml),1.42e-05,5.96e-06,-8.52e-06,-1.82e-05,-0.00271
10⁶ (CFU/ml),1.42e-05,6.05e-06,-7.98e-06,-1.74e-05,-0.00259
10⁶ (CFU/ml),1.42e-05,6.14e-06,-7.4e-06,-1.66e-05,-0.00247
10⁶ (CFU/ml),1.41e-05,6.23e-06,-6.8e-06,-1.59e-05,-0.00235
10⁶ (CFU/ml),1.41e-05,6.32e-06,-6.17e-06,-1.52e-05,-0.00223
10⁶ (CFU/ml),1.41e-05,6.41e-06,-5.51e-06,-1.46e-05,-0.00211
10⁶ (CFU/ml),1.41e-05,6.49e-06,-4.82e-06,-1.39e-05,-0.002
10⁶ (CFU/ml),1.41e-05,6.58e-06,-4.39e-06,-1.33e-05,-0.00189
10⁶ (CFU/ml),1.41e-05,6.66e-06,-3.87e-06,-1.26e-05,-0.00178
10⁶ (CFU/ml),1.41e-05,6.75e-06,-3.65e-06,-1.19e-05,-0.00168
10⁶ (CFU/ml),1.41e-05,6.83e-06,-3.49e-06,-1.12e-05,-0.00157
10⁶ (CFU/ml),1.41e-05,6.92e-06,-3.32e-06,-1.04e-05,-0.00147
10⁶ (CFU/ml),1.41e-05,7.01e-06,-3.13e-06,-9.67e-06,-0.00137
10⁶ (CFU/ml),1.41e-05,7.1e-06,-2.93e-06,-8.66e-06,-0.00127
10⁶ (CFU/ml),1.41e-05,7.19e-06,-2.71e-06,-7.88e-06,-0.00118
10⁶ (CFU/ml),1.41e-05,7.28e-06,-2.49e-06,-6.93e-06,-0.00108
10⁶ (CFU/ml),1.41e-05,7.36e-06,-2.28e-06,-6.16e-06,-0.00099
10⁶ (CFU/ml),1.41e-05,7.46e-06,-2.12e-06,-5.41e-06,-0.0009
10⁶ (CFU/ml),1.41e-05,7.54e-06,-1.91e-06,-4.95e-06,-0.000813
10⁶ (CFU/ml),1.41e-05,7.62e-06,-1.7e-06,-4.34e-06,-0.000729
10⁶ (CFU/ml),1.41e-05,7.7e-06,-1.55e-06,-4.05e-06,-0.000649
10⁶ (CFU/ml),1.41e-05,7.78e-06,-1.39e-06,-3.73e-06,-0.000576
10⁶ (CFU/ml),1.41e-05,7.86e-06,-1.2e-06,-3.38e-06,-0.000508
10⁶ (CFU/ml),1.41e-05,7.94e-06,-9.66e-07,-3.23e-06,-0.000445
10⁶ (CFU/ml),1.41e-05,8.02e-06,-6.59e-07,-2.98e-06,-0.000389
10⁶ (CFU/ml),1.41e-05,8.09e-06,-2.97e-07,-2.75e-06,-0.000337
10⁶ (CFU/ml),1.42e-05,8.17e-06,1.48e-07,-2.47e-06,-0.000291
10⁶ (CFU/ml),1.42e-05,8.24e-06,6.98e-07,-2.12e-06,-0.000252
10⁶ (CFU/ml),1.42e-05,8.31e-06,1.28e-06,-1.67e-06,-0.000218
10⁶ (CFU/ml),1.42e-05,8.39e-06,1.68e-06,-1.15e-06,-0.000187
10⁶ (CFU/ml),1.42e-05,8.46e-06,2.23e-06,-5.62e-07,-0.000161
10⁶ (CFU/ml),1.42e-05,8.54e-06,2.55e-06,7.25e-08,-0.000135
10⁶ (CFU/ml),1.42e-05,8.57e-06,3.1e-06,8.02e-07,-0.00011
10⁶ (CFU/ml),1.42e-05,8.64e-06,3.6e-06,1.62e-06,-8.48e-05
10⁶ (CFU/ml),1.42e-05,8.75e-06,4.14e-06,2.5e-06,-5.79e-05
10⁶ (CFU/ml),1.42e-05,8.79e-06,4.64e-06,3.49e-06,-2.96e-05
10⁶ (CFU/ml),1.42e-05,8.96e-06,5.25e-06,4.2e-06,3.51e-07
10⁶ (CFU/ml),1.42e-05,9.09e-06,5.67e-06,5.06e-06,3.17e-05
10⁶ (CFU/ml),1.42e-05,9.18e-06,6.12e-06,5.65e-06,6.56e-05
10⁶ (CFU/ml),1.42e-05,9.28e-06,6.51e-06,6.21e-06,0.000102
10⁶ (CFU/ml),1.42e-05,9.38e-06,6.89e-06,6.57e-06,0.000143
10⁶ (CFU/ml),1.42e-05,9.48e-06,7.21e-06,7.06e-06,0.000187
10⁶ (CFU/ml),1.42e-05,9.57e-06,7.4e-06,7.24e-06,0.000237
10⁶ (CFU/ml),1.42e-05,9.66e-06,7.67e-06,7.63e-06,0.000292
10⁶ (CFU/ml),1.42e-05,9.76e-06,7.91e-06,8e-06,0.000353
10⁶ (CFU/ml),1.42e-05,9.84e-06,8.2e-06,8.38e-06,0.000424
10⁶ (CFU/ml),1.43e-05,9.93e-06,8.48e-06,8.75e-06,0.000492
10⁶ (CFU/ml),1.43e-05,1e-05,8.78e-06,9.14e-06,0.00056
10⁶ (CFU/ml),1.43e-05,1.01e-05,9.09e-06,9.54e-06,0.000623
10⁶ (CFU/ml),1.43e-05,1.02e-05,9.43e-06,9.96e-06,0.000685
10⁶ (CFU/ml),1.43e-05,1.02e-05,9.73e-06,1.04e-05,0.000744
10⁶ (CFU/ml),1.43e-05,1.03e-05,1.01e-05,1.09e-05,0.000801
10⁶ (CFU/ml),1.43e-05,1.04e-05,1.04e-05,1.13e-05,0.000855
10⁶ (CFU/ml),1.43e-05,1.04e-05,1.08e-05,1.19e-05,0.000906
10⁶ (CFU/ml),1.43e-05,1.05e-05,1.12e-05,1.24e-05,0.000953
10⁶ (CFU/ml),1.43e-05,1.06e-05,1.16e-05,1.3e-05,0.000994
10⁶ (CFU/ml),1.43e-05,1.07e-05,1.21e-05,1.35e-05,0.00103
10⁶ (CFU/ml),1.43e-05,1.08e-05,1.25e-05,1.42e-05,0.00107
10⁶ (CFU/ml),1.44e-05,1.09e-05,1.3e-05,1.49e-05,0.00109
10⁶ (CFU/ml),1.44e-05,1.1e-05,1.34e-05,1.56e-05,0.0011
10⁶ (CFU/ml),1.44e-05,1.11e-05,1.39e-05,1.63e-05,0.00111
10⁶ (CFU/ml),1.44e-05,1.12e-05,1.43e-05,1.7e-05,0.00111
10⁶ (CFU/ml),1.44e-05,1.12e-05,1.48e-05,1.77e-05,0.0011
10⁶ (CFU/ml),1.44e-05,1.13e-05,1.53e-05,1.84e-05,0.00108
10⁶ (CFU/ml),1.44e-05,1.14e-05,1.57e-05,1.92e-05,0.00105
10⁶ (CFU/ml),1.44e-05,1.15e-05,1.62e-05,1.99e-05,0.00103
10⁶ (CFU/ml),1.44e-05,1.16e-05,1.66e-05,2.07e-05,0.001
10⁶ (CFU/ml),1.44e-05,1.17e-05,1.71e-05,2.15e-05,0.000976
10⁶ (CFU/ml),1.44e-05,1.18e-05,1.76e-05,2.23e-05,0.000952
10⁶ (CFU/ml),1.44e-05,1.19e-05,1.81e-05,2.32e-05,0.000924
10⁶ (CFU/ml),1.45e-05,1.2e-05,1.86e-05,2.4e-05,0.000901
10⁶ (CFU/ml),1.45e-05,1.21e-05,1.91e-05,2.49e-05,0.000883
10⁶ (CFU/ml),1.45e-05,1.22e-05,1.96e-05,2.58e-05,0.000871
10⁶ (CFU/ml),1.45e-05,1.23e-05,2.01e-05,2.67e-05,0.000866
10⁶ (CFU/ml),1.45e-05,1.23e-05,2.06e-05,2.77e-05,0.000868
10⁶ (CFU/ml),1.45e-05,1.24e-05,2.11e-05,2.86e-05,0.000879
10⁶ (CFU/ml),1.45e-05,1.25e-05,2.17e-05,2.96e-05,0.000896
10⁶ (CFU/ml),1.45e-05,1.26e-05,2.22e-05,3.07e-05,0.000926
10⁶ (CFU/ml),1.45e-05,1.27e-05,2.27e-05,3.17e-05,0.000966
10⁶ (CFU/ml),1.46e-05,1.28e-05,2.33e-05,3.28e-05,0.00101
10⁶ (CFU/ml),1.46e-05,1.29e-05,2.39e-05,3.39e-05,0.00106
10⁶ (CFU/ml),1.46e-05,1.3e-05,2.44e-05,3.5e-05,0.00111
10⁶ (CFU/ml),1.46e-05,1.31e-05,2.5e-05,3.62e-05,0.00117
10⁶ (CFU/ml),1.46e-05,1.32e-05,2.56e-05,3.73e-05,0.00122
10⁶ (CFU/ml),1.46e-05,1.33e-05,2.62e-05,3.86e-05,0.00128
10⁶ (CFU/ml),1.46e-05,1.34e-05,2.68e-05,3.98e-05,0.00134
10⁶ (CFU/ml),1.46e-05,1.34e-05,2.74e-05,4.11e-05,0.00141
10⁶ (CFU/ml),1.46e-05,1.35e-05,2.8e-05,4.24e-05,0.00148
10⁶ (CFU/ml),1.46e-05,1.36e-05,2.86e-05,4.37e-05,0.00157
10⁶ (CFU/ml),1.47e-05,1.37e-05,2.93e-05,4.5e-05,0.00166
10⁶ (CFU/ml),1.47e-05,1.38e-05,2.99e-05,4.64e-05,0.00176
10⁶ (CFU/ml),1.47e-05,1.39e-05,3.05e-05,4.78e-05,0.00186
10⁶ (CFU/ml),1.47e-05,1.4e-05,3.12e-05,4.93e-05,0.00196
10⁶ (CFU/ml),1.47e-05,1.41e-05,3.19e-05,5.07e-05,0.00207
10⁶ (CFU/ml),1.47e-05,1.42e-05,3.25e-05,5.22e-05,0.00218
10⁶ (CFU/ml),1.47e-05,1.43e-05,3.32e-05,5.37e-05,0.0023
10⁶ (CFU/ml),1.47e-05,1.44e-05,3.39e-05,5.53e-05,0.00241
10⁶ (CFU/ml),1.47e-05,1.45e-05,3.46e-05,5.69e-05,0.00253
10⁶ (CFU/ml),1.48e-05,1.46e-05,3.53e-05,5.85e-05,0.00266
10⁶ (CFU/ml),1.48e-05,1.47e-05,3.6e-05,6.01e-05,0.00279
10⁶ (CFU/ml),1.48e-05,1.48e-05,3.67e-05,6.18e-05,0.00292
10⁶ (CFU/ml),1.48e-05,1.49e-05,3.75e-05,6.34e-05,0.00305
10⁶ (CFU/ml),1.48e-05,1.5e-05,3.82e-05,6.51e-05,0.00318
10⁶ (CFU/ml),1.48e-05,1.51e-05,3.89e-05,6.68e-05,0.00331
10⁶ (CFU/ml),1.48e-05,1.51e-05,3.97e-05,6.84e-05,0.00345
10⁶ (CFU/ml),1.48e-05,1.52e-05,4.05e-05,7.01e-05,0.00358
10⁶ (CFU/ml),1.49e-05,1.53e-05,4.12e-05,7.18e-05,0.00372
10⁶ (CFU/ml),1.49e-05,1.54e-05,4.2e-05,7.35e-05,0.00385
10⁶ (CFU/ml),1.49e-05,1.55e-05,4.28e-05,7.51e-05,0.00399
10⁶ (CFU/ml),1.49e-05,1.56e-05,4.36e-05,7.68e-05,0.00413
10⁶ (CFU/ml),1.49e-05,1.57e-05,4.44e-05,7.85e-05,0.00427
10⁶ (CFU/ml),1.49e-05,1.58e-05,4.52e-05,8.02e-05,0.00442
10⁶ (CFU/ml),1.49e-05,1.59e-05,4.6e-05,8.19e-05,0.00457
10⁶ (CFU/ml),1.49e-05,1.6e-05,4.69e-05,8.34e-05,0.00471
10⁶ (CFU/ml),1.5e-05,1.61e-05,4.77e-05,8.49e-05,0.00486
10⁶ (CFU/ml),1.5e-05,1.62e-05,4.85e-05,8.65e-05,0.00501
10⁶ (CFU/ml),1.5e-05,1.63e-05,4.94e-05,8.82e-05,0.00516
10⁶ (CFU/ml),1.5e-05,1.64e-05,5.03e-05,8.99e-05,0.00531
10⁶ (CFU/ml),1.5e-05,1.65e-05,5.11e-05,9.17e-05,0.00546
10⁶ (CFU/ml),1.5e-05,1.66e-05,5.2e-05,9.35e-05,0.00561
10⁶ (CFU/ml),1.5e-05,1.67e-05,5.29e-05,9.55e-05,0.00576
10⁶ (CFU/ml),1.51e-05,1.68e-05,5.38e-05,9.75e-05,0.00592
10⁶ (CFU/ml),1.51e-05,1.69e-05,5.47e-05,9.96e-05,0.00607
10⁶ (CFU/ml),1.51e-05,1.7e-05,5.56e-05,0.000102,0.00622
10⁶ (CFU/ml),1.51e-05,1.71e-05,5.65e-05,0.000104,0.00636
10⁶ (CFU/ml),1.51e-05,1.72e-05,5.75e-05,0.000106,0.00651
10⁶ (CFU/ml),1.51e-05,1.73e-05,5.84e-05,0.000109,0.00666
10⁶ (CFU/ml),1.51e-05,1.74e-05,5.93e-05,0.000111,0.00682
10⁶ (CFU/ml),1.51e-05,1.75e-05,6.03e-05,0.000114,0.00697
10⁶ (CFU/ml),1.52e-05,1.76e-05,6.12e-05,0.000116,0.00713
10⁶ (CFU/ml),1.52e-05,1.77e-05,6.21e-05,0.000119,0.00729
10⁶ (CFU/ml),1.52e-05,1.78e-05,6.3e-05,0.000122,0.00745
10⁶ (CFU/ml),1.52e-05,1.79e-05,6.39e-05,0.000125,0.00762
10⁶ (CFU/ml),1.52e-05,1.8e-05,6.48e-05,0.000127,0.00779
10⁶ (CFU/ml),1.52e-05,1.81e-05,6.57e-05,0.00013,0.00795
10⁶ (CFU/ml),1.52e-05,1.82e-05,6.66e-05,0.000132,0.00812
10⁶ (CFU/ml),1.53e-05,1.83e-05,6.75e-05,0.000135,0.00829
10⁶ (CFU/ml),1.53e-05,1.84e-05,6.84e-05,0.000138,0.00846
10⁶ (CFU/ml),1.53e-05,1.85e-05,6.93e-05,0.000141,0.00862
10⁶ (CFU/ml),1.53e-05,1.86e-05,7.03e-05,0.000143,0.00879
10⁶ (CFU/ml),1.53e-05,1.87e-05,7.15e-05,0.000147,0.00897
10⁶ (CFU/ml),1.53e-05,1.89e-05,7.27e-05,0.00015,0.00918
10⁶ (CFU/ml),1.54e-05,1.9e-05,7.39e-05,0.000154,0.00938
10⁶ (CFU/ml),1.54e-05,1.91e-05,7.51e-05,0.000158,0.00959
10⁶ (CFU/ml),1.54e-05,1.92e-05,7.61e-05,0.000161,0.00978
10⁶ (CFU/ml),1.54e-05,1.93e-05,7.7e-05,0.000164,0.00996
10⁶ (CFU/ml),1.54e-05,1.94e-05,7.78e-05,0.000166,0.01011
10⁶ (CFU/ml),1.54e-05,1.94e-05,7.84e-05,0.000168,0.01025
10⁶ (CFU/ml),1.54e-05,1.94e-05,7.87e-05,0.000169,0.01036
10⁶ (CFU/ml),1.54e-05,1.94e-05,7.87e-05,0.00017,0.01045
10⁶ (CFU/ml),1.54e-05,1.94e-05,7.85e-05,0.000169,0.0105
10⁶ (CFU/ml),1.53e-05,1.93e-05,7.81e-05,0.000168,0.01052
10⁶ (CFU/ml),1.53e-05,1.92e-05,7.74e-05,0.000167,0.01051
10⁶ (CFU/ml),1.52e-05,1.91e-05,7.65e-05,0.000164,0.01046
10⁶ (CFU/ml),1.52e-05,1.9e-05,7.54e-05,0.000161,0.01038
10⁶ (CFU/ml),1.51e-05,1.89e-05,7.42e-05,0.000158,0.01027
10⁶ (CFU/ml),1.51e-05,1.87e-05,7.28e-05,0.000154,0.01014
10⁶ (CFU/ml),1.5e-05,1.86e-05,7.13e-05,0.000149,0.00998
10⁶ (CFU/ml),1.5e-05,1.84e-05,6.97e-05,0.000145,0.00981
10⁶ (CFU/ml),1.49e-05,1.82e-05,6.81e-05,0.00014,0.00962
10⁶ (CFU/ml),1.48e-05,1.81e-05,6.66e-05,0.000136,0.00942
10⁶ (CFU/ml),1.48e-05,1.8e-05,6.52e-05,0.000132,0.00924
10⁶ (CFU/ml),1.47e-05,1.78e-05,6.39e-05,0.000128,0.00908
10⁶ (CFU/ml),1.47e-05,1.77e-05,6.27e-05,0.000125,0.00892
10⁶ (CFU/ml),1.46e-05,1.76e-05,6.14e-05,0.000121,0.00875
10⁶ (CFU/ml),1.46e-05,1.75e-05,6.02e-05,0.000118,0.00859
10⁶ (CFU/ml),1.45e-05,1.73e-05,5.89e-05,0.000115,0.00842
10⁶ (CFU/ml),1.45e-05,1.72e-05,5.77e-05,0.000112,0.00825
10⁶ (CFU/ml),1.44e-05,1.71e-05,5.66e-05,0.000108,0.00808
10⁶ (CFU/ml),1.44e-05,1.7e-05,5.54e-05,0.000105,0.00792
10⁶ (CFU/ml),1.43e-05,1.69e-05,5.42e-05,0.000102,0.00776
10⁶ (CFU/ml),1.43e-05,1.67e-05,5.31e-05,9.95e-05,0.00759
10⁶ (CFU/ml),1.42e-05,1.66e-05,5.2e-05,9.67e-05,0.00743
10⁶ (CFU/ml),1.42e-05,1.65e-05,5.09e-05,9.4e-05,0.00727
10⁶ (CFU/ml),1.41e-05,1.64e-05,4.99e-05,9.13e-05,0.00711
10⁶ (CFU/ml),1.41e-05,1.63e-05,4.89e-05,8.87e-05,0.00695
10⁶ (CFU/ml),1.4e-05,1.62e-05,4.79e-05,8.62e-05,0.00679
